company_name,address,summary,details,website,stock_code
REGION GROUP,"Level 6, 50 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",Real estate investment trust.,Real estate investment trust.,http://regiongroup.au,RGN
REGENEUS LTD,"16 Goodhope Street, PADDINGTON, NSW, AUSTRALIA, 2021",Regenerative medicine.,Regenerative medicine.,http://www.regeneus.com.au,RGS
ARGENT BIOPHARMA LIMITED,"Suite 1, 295 Rokeby Road, SUBIACO, WA, AUSTRALIA, 6008","A European based pharmaceuticals company, focused on the development of innovative plant-inspired medicines and treatments for unmet medical conditions.","A European based pharmaceuticals company, focused on the development of innovative plant-inspired medicines and treatments for unmet medical conditions.",http://www.mgcpharma.co.uk,RGT
RAMSAY HEALTH CARE LIMITED,"Level 18, Suite 18.03, Deutsche Bank Place, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000","Ramsay Health Care Limited is a global hospital group owning and operating a comprehensive range of healthcare facilities across Australia, France and the United Kingdom.","Ramsay Health Care Limited is a global hospital group owning and operating a comprehensive range of healthcare facilities across Australia, France and the United Kingdom.",http://www.ramsayhealth.com.au/,RHC
RED HILL MINERALS LIMITED,"Level 2, 9 Havelock Street, WEST PERTH, WA, AUSTRALIA, 6005",Exploration for iron ore and other minerals including precious and base/battery minerals,Exploration for iron ore and other minerals including precious and base/battery minerals,http://www.redhillminerals.com.au,RHI
RED HAWK MINING LIMITED,"Ground Floor, 23 Ventnor Avenue, WEST PERTH, WA, AUSTRALIA, 6005","Red Hawk Mining is an ASX-listed (ASX:RHK) exploration and development company focused on high-grade, near-term iron ore production from the Blacksmith Project in the Pilbara region of Western Australia.","Red Hawk Mining is an ASX-listed (ASX:RHK) exploration and development company focused on high-grade, near-term iron ore production from the Blacksmith Project in the Pilbara region of Western Australia.",http://www.redhawkmining.com.au,RHK
RESONANCE HEALTH LIMITED,"141 Burswood Road, BURSWOOD, WA, AUSTRALIA, 6100",Health Care Equipment & Services,Health Care Equipment & Services,http://www.resonancehealth.com,RHT
RHYTHM BIOSCIENCES LIMITED,"Bio21 Institute, 30 Flemington Road, PARKVILLE, VIC, AUSTRALIA, 3010","Research, development and commercialisation of medical diagnostic technology","Research, development and commercialisation of medical diagnostic technology",https://www.rhythmbio.com/,RHY
RIDLEY CORPORATION LIMITED,"Level 9, South Tower Rialto, 525 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000","The production of animal nutrition solutions including stockfeed milling and the marketing and provision of rural products and services, and the recycling of animal and fish by-products into high performance feed ingredient solutions for the pet food, aqu","The production of animal nutrition solutions including stockfeed milling and the marketing and provision of rural products and services, and the recycling of animal and fish by-products into high performance feed ingredient solutions for the pet food, aqu",http://www.ridley.com.au,RIC
RIEDEL RESOURCES LIMITED,"Suite 4, 6 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",Mineral exploration (gold and base metals).,Mineral exploration (gold and base metals).,http://www.riedelresources.com.au,RIE
REDIVIUM LIMITED,"Level 12, 197 St Georges Tce, PERTH, WA, AUSTRALIA, 6000",Lithium-ion battery recycling,Lithium-ion battery recycling,http://www.redivium.com,RIL
RIMFIRE PACIFIC MINING LIMITED,"Suite 142, 1 Queens Rd, MELBOURNE, VIC, AUSTRALIA, 3004",Exploration and development of economic mineral deposits.,Exploration and development of economic mineral deposits.,http://www.rimfire.com.au/,RIM
RIO TINTO LIMITED,"Level 43, 120 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000","Production of copper, gold, iron ore, coal, aluminium, borates, titanium dioxide and other minerals and metals.","Production of copper, gold, iron ore, coal, aluminium, borates, titanium dioxide and other minerals and metals.",http://www.riotinto.com,RIO
RECKON LIMITED,"Level 2, 100 Pacific Highway, NORTH SYDNEY, NSW, AUSTRALIA, 2060",Financial management software,Financial management software,http://www.reckon.com.au,RKN
ROCKETDNA LTD.,"75 Thomas Street, SUBIACO, WA, AUSTRALIA, 6008",Software and drone services,Software and drone services,https://rocketdna.com/,RKT
REEDY LAGOON CORPORATION LIMITED,"Level 44, 600 Bourke Street, MELBOURNE, VIC, AUSTRALIA, 3000",Mining explorer,Mining explorer,http://www.reedylagoon.com.au,RLC
RLF AGTECH LTD,"61 Dowd Street, WELSHPOOL, WA, AUSTRALIA, 6106",Manufacture and sale of technology-based plant nutrition products,Manufacture and sale of technology-based plant nutrition products,https://www.rlfagtech.com/,RLF
ROOLIFE GROUP LTD,"Unit B9, 431 Roberts Rd, SUBIACO, WA, AUSTRALIA, 6008",e-Commerce Marketing and Artificial Intelligence,e-Commerce Marketing and Artificial Intelligence,http://www.roolifegroup.com.au,RLG
RENERGEN LIMITED,"1st Floor, 1 Bompas Road, DUNKELD WEST, GAU, SOUTH AFRICA, 2196",Emerging Producer of helium & liquefied natural gas,Emerging Producer of helium & liquefied natural gas,http://www.renergen.co.za,RLT
RESIMAC GROUP LTD,"Level 9, 45 Clarence Street, SYDNEY, NSW, AUSTRALIA, 2000",Originator and manufacturer of mortgage management to home owners.,Originator and manufacturer of mortgage management to home owners.,http://www.resimac.com.au,RMC
RESMED INC,"9001 Spectrum Center Blvd, SAN DIEGO, CA, UNITED STATES OF AMERICA, 92123",Medical device manufacturing,Medical device manufacturing,http://www.resmed.com,RMD
RESOURCE MINING CORPORATION LIMITED,"Level 5, 191 St. Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Battery minerals explorer in Tanzania and Finland.,Battery minerals explorer in Tanzania and Finland.,http://www.resmin.com.au,RMI
RESOLUTION MINERALS LTD,"Level 4, 29-31 King William Street, ADELAIDE, SA, AUSTRALIA, 5000",Mineral Exploration,Mineral Exploration,https://www.resolutionminerals.com/,RML
RAMELIUS RESOURCES LIMITED,"Level 1, 130 Royal Street, EAST PERTH, WA, AUSTRALIA, 6004","Gold Mining, Production and Exploration.","Gold Mining, Production and Exploration.",http://www.rameliusresources.com.au,RMS
RED MOUNTAIN MINING LIMITED,"Suite 11, Level 2, 23 Railway Rd, SUBIACO, WA, AUSTRALIA, 6008",Exploration for gold/cobalt and project acquisitions in Asia.,Exploration for gold/cobalt and project acquisitions in Asia.,https://www.redmountainmining.com.au,RMX
RMA GLOBAL LIMITED,"Level 1, 112-114 Balmain Street, RICHMOND, MELBOURNE, VIC, AUSTRALIA, 3121",Online marketing platform for real estate agents,Online marketing platform for real estate agents,http://www.rma-global.com,RMY
RAND MINING LIMITED,"Suite G1, 49 Melville Parade, SOUTH PERTH, WA, AUSTRALIA, 6151",Mineral exploration and the development of gold interests in Kalgoorlie.,Mineral exploration and the development of gold interests in Kalgoorlie.,http://www.randmining.com.au,RND
RENU ENERGY LIMITED,"Level 2, 52 McDougall Street, MILTON, QLD, AUSTRALIA, 4064",Developing green hydrogen projects and investing in renewable and clean energy technologies and projects,Developing green hydrogen projects and investing in renewable and clean energy technologies and projects,http://www.renuenergy.com.au,RNE
RENT.COM.AU LIMITED,"3 CRAIG STREET, BURSWOOD, WA, AUSTRALIA, 6100",Online renter services app/website.,Online renter services app/website.,http://investors.rent.com.au,RNT
RENASCOR RESOURCES LIMITED,"36 North Terrace, KENT TOWN, SA, AUSTRALIA, 5067","Discovery and development of graphite, copper, gold, uranium and other mineral assets.","Discovery and development of graphite, copper, gold, uranium and other mineral assets.",http://www.renascor.com.au,RNU
RENEGADE EXPLORATION LIMITED,"Level 1, 982 Wellington Street, WEST PERTH, WA, AUSTRALIA, 6005",Mining and Exploration.,Mining and Exploration.,http://www.renegadeexploration.com,RNX
ROCKETBOOTS LIMITED,"Level 1, 6-10 O'Connell Street, SYDNEY, NSW, AUSTRALIA, 2000",Technology,Technology,https://rocketboots.com/,ROC
RED SKY ENERGY LIMITED.,"Level 2, 480 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000","The Company is an Australian-based energy company established to acquire, explore, assess and exploit oil and gas deposits and solar opportunities","The Company is an Australian-based energy company established to acquire, explore, assess and exploit oil and gas deposits and solar opportunities",http://www.redskyenergy.com.au,ROG
RONIN RESOURCES LTD,"Level 21 459 Collins Street, MELBOURNE, VIC, AUSTRALIA, 3000",Mining exploration,Mining exploration,https://roninresources.com.au/,RON
ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,"Beit Halevy 202 4287000, WEST PERTH, WA, ISRAEL, 6005","Agricultural technology company focused on developing, producing and commercialising precision agriculture technologies.","Agricultural technology company focused on developing, producing and commercialising precision agriculture technologies.",http://www.rootssat.com,ROO
RAPTIS GROUP LIMITED,"Level 16, 1 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",Property investment development and management.,Property investment development and management.,http://www.raptisgroup.com.au/,RPG
REGAL PARTNERS LIMITED,"Level 47 - Gateway, 1 Macquarie Place, SYDNEY, NSW, AUSTRALIA, 2000","Regal Partners Limited is a specialist alternatives investment manager, offering a diverse range of investment strategies covering hedge funds, private markets and real assets.","Regal Partners Limited is a specialist alternatives investment manager, offering a diverse range of investment strategies covering hedge funds, private markets and real assets.",http://www.regalpartners.com,RPL
RPM AUTOMOTIVE GROUP LIMITED,"1-7 Ausco Place, DANDENONG SOUTH, VIC, AUSTRALIA, 3175","Manufacture of wholesale and retail parts and accessories for motorsport, passenger and commercial vehicles and provision of mechanical repair, roadside assistance and tyre fitment services.","Manufacture of wholesale and retail parts and accessories for motorsport, passenger and commercial vehicles and provision of mechanical repair, roadside assistance and tyre fitment services.",http://www.rpmgroup.net.au/,RPM
REACH RESOURCES LIMITED,"Level 4, 216 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",Mineral Exploration,Mineral Exploration,http://www.reachresources.com.au,RR1
REGIS RESOURCES LIMITED,"Level 2, 516 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",Gold and mineral exploration.,Gold and mineral exploration.,http://www.regisresources.com/,RRL
REVOLVER RESOURCES HOLDINGS LTD,"Level 23, 240 Queen Street, BRISBANE, QLD, AUSTRALIA, 4000",Exploration and Mining,Exploration and Mining,https://revolverresources.com.au/,RRR
RESOLUTE MINING LIMITED,"Level 2, Australia Place, 15-17 William Street, PERTH, WA, AUSTRALIA, 6000",Gold mining; development of resource projects and prospecting and exploration for minerals.,Gold mining; development of resource projects and prospecting and exploration for minerals.,http://www.rml.com.au,RSG
RESPIRI LIMITED,"Level 9, 432 St Kilda Road, MELBOURNE, VIC, AUSTRALIA, 3004",e-Health SaaS company supporting respiratory health management.,e-Health SaaS company supporting respiratory health management.,http://www.respiri.co,RSH
RTG MINING INC.,"Level 1, 516 Hay Street, SUBIACO, WA, AUSTRALIA, 6008",Mining exploration and development.,Mining exploration and development.,http://www.rtgmining.com,RTG
RAS TECHNOLOGY HOLDINGS LIMITED,"RSM, 'Equinox Building 4', Level 2, 70 Kent Street, DEAKIN, ACT, AUSTRALIA, 2600",Racing and wagering data and solutions provider,Racing and wagering data and solutions provider,https://www.racingandsports.com/,RTH
RUMBLE RESOURCES LIMITED,"Suite 9, 36 Ord Street, WEST PERTH, WA, AUSTRALIA, 6005",Precious and base metals exploration.,Precious and base metals exploration.,http://www.rumbleresources.com.au,RTR
RPMGLOBAL HOLDINGS LIMITED,"Level 14, 310 Ann Street, BRISBANE, QLD, AUSTRALIA, 4000","Mining technology company providing mining software, mining advisory services, technical consulting and training in the area of mine planning (including scheduling, simulation and financial analysis solutions).","Mining technology company providing mining software, mining advisory services, technical consulting and training in the area of mine planning (including scheduling, simulation and financial analysis solutions).",http://www.rpmglobal.com,RUL
REVASUM INC.,"C/- Incorporating Services Ltd, 3500 South Dupont Highway, DOVER, DEL, UNITED STATES OF AMERICA, 19901","Designs, manufactures and markets a portfolio of semiconductor processing equipment","Designs, manufactures and markets a portfolio of semiconductor processing equipment",http://www.revasum.com,RVS
RICHMOND VANADIUM TECHNOLOGY LIMITED,"Level 11, 251 Adelaide Terrace, PERTH, WA, AUSTRALIA, 6000",Mineral exploration,Mineral exploration,https://richmondvanadium.com.au/,RVT
RELIANCE WORLDWIDE CORPORATION LIMITED,"28 Chapman Place, EAGLE FARM, QLD, AUSTRALIA, 4009","Design, manufacture and supply of high quality, reliable and premium branded water flow, control and monitoring products and solutions for the plumbing and heating industry.","Design, manufacture and supply of high quality, reliable and premium branded water flow, control and monitoring products and solutions for the plumbing and heating industry.",http://www.rwc.com,RWC
REWARD MINERALS LTD,"159 Stirling Highway, NEDLANDS, WA, AUSTRALIA, 6009",Potash Exploration,Potash Exploration,http://www.rewardminerals.com,RWD
RUBICON WATER LIMITED,"1 Cato Street, HAWTHORN EAST, VIC, AUSTRALIA, 3123","Water technology solutions business that designs, manufactures, installs and maintains irrigation automation software and hardware.","Water technology solutions business that designs, manufactures, installs and maintains irrigation automation software and hardware.",https://rubiconwater.com/en/,RWL
REWARDLE HOLDINGS LIMITED,"Suite 70, Level 4, 80 Market St, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",Digital engagement and business intelligence.,Digital engagement and business intelligence.,http://www.rewardleholdings.com,RXH
